직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
1803,No,42,Male,Married,13,3,Medical,Research & Development,2,Healthcare Representative,0,10,0,0,0,5,5538,18,2,3,2,4,No,Travel_Rarely,1,2,3,2
1804,No,35,Male,Divorced,2,2,Medical,Research & Development,2,Manufacturing Director,1,15,7,7,7,2,5762,14,1,3,6,3,No,Non-Travel,4,2,3,3
1805,No,38,Male,Divorced,2,3,Human Resources,Human Resources,1,Human Resources,3,13,11,10,8,5,2592,13,3,3,3,3,No,Non-Travel,2,1,4,3
1807,Yes,34,Male,Married,9,4,Life Sciences,Research & Development,2,Laboratory Technician,0,11,7,1,7,4,5346,17,1,3,3,3,No,Travel_Frequently,1,4,3,2
1809,Yes,37,Male,Single,10,4,Medical,Research & Development,2,Manufacturing Director,0,10,10,3,8,1,4213,15,0,3,4,3,No,Travel_Rarely,1,4,2,1
1812,No,39,Male,Divorced,20,3,Life Sciences,Sales,2,Sales Executive,2,7,2,1,2,2,4127,18,1,3,6,3,No,Travel_Frequently,4,3,4,3
1813,No,43,Male,Single,9,3,Life Sciences,Research & Development,1,Research Scientist,1,7,3,2,2,4,2438,13,0,3,2,3,No,Non-Travel,3,1,3,2
1814,No,41,Male,Single,5,3,Life Sciences,Research & Development,2,Healthcare Representative,1,11,3,2,2,3,6870,12,0,3,3,4,No,Travel_Rarely,2,2,1,1
1815,No,41,Female,Divorced,4,1,Marketing,Sales,3,Sales Executive,13,23,22,14,5,0,10447,13,1,3,3,3,Yes,Travel_Rarely,3,3,4,4
1816,No,30,Female,Single,10,3,Medical,Research & Development,3,Manufacturing Director,0,9,7,7,2,9,9667,14,0,3,3,3,No,Travel_Rarely,3,1,2,3
1818,Yes,26,Female,Married,20,2,Medical,Human Resources,1,Human Resources,1,6,5,1,4,0,2148,11,0,3,3,3,Yes,Travel_Rarely,2,4,3,3
1821,Yes,46,Female,Married,21,2,Medical,Research & Development,2,Healthcare Representative,3,13,9,7,7,4,8926,22,1,4,2,3,No,Travel_Rarely,2,4,4,4
1822,No,40,Female,Divorced,1,3,Life Sciences,Research & Development,2,Healthcare Representative,0,12,5,3,3,4,6513,17,1,3,3,3,No,Travel_Rarely,4,3,4,3
1823,No,34,Male,Married,8,2,Technical Degree,Sales,2,Sales Executive,4,10,10,8,8,1,6799,21,2,4,5,4,No,Travel_Rarely,3,2,3,3
1824,No,58,Male,Divorced,2,3,Medical,Sales,4,Manager,14,37,16,9,14,4,16291,22,1,4,0,3,No,Non-Travel,2,2,4,2
1826,No,35,Male,Married,23,4,Medical,Research & Development,1,Laboratory Technician,0,6,5,4,3,0,2705,16,1,3,2,1,No,Travel_Rarely,3,2,2,4
1827,No,47,Female,Divorced,4,3,Life Sciences,Research & Development,3,Manufacturing Director,14,28,22,11,10,8,10333,12,1,3,4,2,Yes,Travel_Rarely,2,3,3,3
1829,No,40,Female,Divorced,12,3,Life Sciences,Research & Development,2,Healthcare Representative,7,15,7,4,7,2,4448,12,1,3,3,3,No,Travel_Rarely,1,2,2,3
1830,No,54,Female,Married,7,4,Medical,Research & Development,2,Research Scientist,1,14,7,1,7,4,6854,15,1,3,2,3,No,Travel_Rarely,4,4,2,2
1833,No,31,Female,Married,7,4,Marketing,Sales,3,Sales Executive,2,9,3,2,2,2,9637,14,2,3,3,3,No,Travel_Frequently,1,1,4,3
1834,No,28,Female,Married,1,3,Medical,Research & Development,1,Research Scientist,1,3,3,2,2,1,3591,25,1,4,3,3,No,Travel_Rarely,1,3,3,3
1835,No,38,Female,Married,2,4,Marketing,Sales,2,Sales Representative,0,20,4,2,3,2,5405,20,2,4,4,1,Yes,Travel_Rarely,4,2,1,2
1836,No,26,Male,Single,10,3,Medical,Sales,2,Sales Executive,1,5,5,3,2,1,4684,13,0,3,4,3,No,Travel_Rarely,4,3,1,3
1837,No,58,Male,Married,15,4,Life Sciences,Research & Development,4,Research Director,2,23,2,2,2,2,15787,14,0,3,3,3,Yes,Travel_Frequently,3,1,2,3
1839,No,18,Female,Single,14,3,Medical,Research & Development,1,Research Scientist,0,0,0,0,0,1,1514,16,0,3,4,3,No,Non-Travel,3,2,3,1
1842,Yes,31,Male,Married,18,5,Human Resources,Human Resources,1,Human Resources,0,2,1,0,0,0,2956,17,0,3,4,4,No,Travel_Rarely,1,4,3,3
1844,Yes,29,Male,Divorced,13,3,Human Resources,Human Resources,1,Human Resources,2,4,2,2,0,4,2335,15,3,3,3,2,Yes,Travel_Rarely,1,1,4,3
1845,No,45,Female,Married,2,4,Life Sciences,Sales,2,Sales Executive,5,10,8,7,7,4,5154,22,2,4,3,3,No,Non-Travel,3,3,2,4
1847,No,36,Female,Married,2,4,Other,Research & Development,2,Research Scientist,0,15,1,0,0,4,6962,22,1,4,2,3,Yes,Travel_Rarely,2,4,4,3
1849,No,43,Male,Married,2,4,Life Sciences,Sales,2,Sales Executive,7,7,7,7,7,1,5675,20,1,4,5,3,No,Travel_Frequently,4,1,3,3
1850,No,27,Female,Single,5,2,Life Sciences,Research & Development,1,Laboratory Technician,0,6,5,4,2,0,2379,14,0,3,3,3,Yes,Travel_Frequently,4,4,3,2
1852,No,29,Male,Married,20,1,Medical,Research & Development,1,Laboratory Technician,3,11,11,8,10,1,3812,13,0,3,3,3,No,Travel_Frequently,4,4,2,4
1853,No,32,Male,Single,10,4,Marketing,Sales,2,Sales Executive,0,4,0,0,0,8,4648,13,0,3,2,3,No,Travel_Frequently,4,4,3,4
1854,No,42,Male,Married,10,4,Technical Degree,Research & Development,1,Research Scientist,3,10,6,3,3,3,2936,22,2,4,1,3,No,Non-Travel,3,3,2,2
1856,No,47,Female,Single,9,4,Life Sciences,Research & Development,1,Laboratory Technician,2,7,2,2,0,4,2105,12,0,3,2,3,No,Travel_Rarely,3,2,3,3
1857,No,46,Male,Divorced,2,2,Life Sciences,Research & Development,3,Manufacturing Director,4,12,9,8,7,3,8578,14,1,3,4,3,No,Travel_Rarely,4,4,3,2
1858,No,28,Male,Divorced,1,2,Life Sciences,Human Resources,1,Human Resources,2,3,3,2,2,1,2706,15,1,3,2,3,No,Non-Travel,4,3,2,3
1859,No,29,Male,Divorced,29,1,Life Sciences,Research & Development,2,Healthcare Representative,1,11,7,0,6,8,6384,17,2,3,3,1,No,Travel_Rarely,3,4,4,3
1860,No,42,Male,Single,8,3,Life Sciences,Research & Development,1,Laboratory Technician,0,8,0,0,0,4,3968,13,0,3,3,3,No,Travel_Rarely,3,4,4,3
1862,Yes,32,Male,Single,2,4,Marketing,Sales,2,Sales Executive,2,7,2,2,2,7,9907,12,0,3,3,2,Yes,Travel_Rarely,2,3,3,2
1863,No,46,Female,Divorced,3,3,Technical Degree,Sales,4,Sales Executive,2,25,19,17,8,2,13225,12,1,3,5,4,No,Travel_Rarely,1,1,4,3
1864,No,27,Female,Married,23,1,Medical,Sales,2,Sales Representative,5,9,9,8,8,1,3540,21,1,4,5,2,No,Travel_Rarely,3,2,4,3
1865,No,29,Male,Married,6,1,Medical,Human Resources,1,Human Resources,0,1,1,0,0,1,2804,11,0,3,3,2,No,Travel_Rarely,2,4,4,3
1866,No,43,Female,Married,6,3,Medical,Research & Development,5,Manager,6,21,16,12,14,7,19392,13,0,3,2,2,No,Travel_Rarely,3,1,4,3
1867,No,48,Male,Married,10,3,Life Sciences,Research & Development,5,Research Director,12,29,22,10,9,4,19665,12,0,3,3,2,No,Travel_Rarely,2,4,4,3
1868,Yes,29,Male,Single,24,2,Life Sciences,Research & Development,1,Research Scientist,1,1,1,0,0,1,2439,24,0,4,3,2,Yes,Travel_Frequently,4,4,2,2
1869,Yes,46,Female,Married,10,3,Life Sciences,Sales,3,Sales Executive,0,14,8,7,7,5,7314,21,3,4,2,3,No,Travel_Rarely,2,3,3,3
1870,No,27,Female,Married,15,3,Life Sciences,Research & Development,1,Research Scientist,7,8,7,6,3,0,4774,19,1,3,2,2,No,Travel_Frequently,1,4,4,2
1871,No,39,Male,Divorced,19,4,Other,Research & Development,2,Research Scientist,2,7,2,2,2,8,3902,14,3,3,2,3,No,Travel_Rarely,4,4,2,3
1873,No,55,Male,Married,2,4,Technical Degree,Research & Development,1,Research Scientist,0,19,5,2,4,8,2662,20,1,4,2,2,No,Travel_Rarely,4,2,2,4
1875,No,28,Female,Married,3,3,Medical,Sales,1,Sales Representative,0,1,1,0,0,1,2856,19,1,3,3,3,No,Travel_Rarely,2,2,4,3
1876,Yes,30,Male,Single,9,3,Medical,Sales,1,Sales Representative,0,1,1,0,0,1,1081,13,0,3,3,3,No,Travel_Rarely,4,2,3,2
1878,Yes,22,Male,Single,7,1,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,0,1,2472,23,0,4,2,3,Yes,Travel_Rarely,2,4,1,3
1880,No,36,Female,Married,10,4,Technical Degree,Sales,2,Sales Executive,1,10,10,9,7,1,5673,13,1,3,4,2,Yes,Travel_Rarely,3,2,1,3
1881,No,31,Male,Divorced,20,3,Life Sciences,Research & Development,2,Laboratory Technician,0,10,10,8,2,1,4197,11,1,3,2,3,No,Travel_Rarely,3,2,1,3
1882,No,34,Male,Married,4,3,Life Sciences,Sales,3,Sales Executive,1,9,5,3,0,2,9713,13,3,3,3,3,Yes,Travel_Rarely,4,3,4,3
1883,No,29,Male,Single,7,3,Life Sciences,Research & Development,1,Laboratory Technician,1,11,3,2,2,3,2062,14,0,3,2,3,No,Travel_Rarely,1,4,2,3
1885,No,37,Male,Married,7,4,Medical,Research & Development,2,Research Scientist,0,16,5,3,4,5,4284,22,1,4,2,3,Yes,Travel_Rarely,1,4,3,3
1886,No,35,Female,Married,16,2,Other,Research & Development,2,Manufacturing Director,0,4,3,2,2,0,4788,11,0,3,2,2,Yes,Travel_Rarely,2,4,4,3
1888,No,45,Female,Married,25,2,Life Sciences,Research & Development,2,Manufacturing Director,3,10,9,8,8,0,5906,13,2,3,2,2,No,Travel_Rarely,4,2,4,2
1890,No,36,Male,Single,2,1,Human Resources,Human Resources,2,Human Resources,0,10,10,1,8,1,3886,21,0,4,2,2,No,Travel_Frequently,4,2,4,2
1892,No,40,Male,Divorced,1,4,Life Sciences,Research & Development,4,Manager,11,22,19,7,16,2,16823,11,1,3,3,3,No,Travel_Rarely,1,1,1,3
1893,No,26,Female,Married,1,2,Life Sciences,Research & Development,1,Research Scientist,1,1,1,0,0,1,2933,13,1,3,3,2,Yes,Travel_Rarely,3,2,3,2
1898,No,27,Female,Single,2,2,Medical,Sales,2,Sales Executive,0,9,8,7,7,0,6500,14,0,3,5,4,No,Travel_Rarely,3,1,2,2
1900,No,48,Female,Divorced,22,3,Medical,Research & Development,4,Manager,4,24,22,17,7,3,17174,11,1,3,3,3,No,Travel_Frequently,4,4,2,3
1903,No,44,Male,Married,1,4,Life Sciences,Research & Development,2,Healthcare Representative,2,10,2,0,2,2,5033,15,1,3,5,4,No,Travel_Rarely,1,2,4,3
1905,Yes,34,Male,Married,16,4,Technical Degree,Research & Development,1,Research Scientist,3,5,5,2,0,1,2307,23,1,4,2,1,Yes,Non-Travel,1,4,2,3
1907,Yes,56,Male,Single,24,2,Life Sciences,Research & Development,1,Laboratory Technician,1,5,4,2,0,1,2587,16,0,3,3,3,No,Travel_Rarely,4,1,4,3
1908,No,36,Male,Married,17,2,Marketing,Sales,2,Sales Executive,1,12,4,2,3,2,5507,16,2,3,1,2,No,Travel_Rarely,2,3,3,1
1909,No,41,Female,Married,8,3,Marketing,Sales,2,Sales Executive,1,14,5,4,4,5,4393,21,1,4,3,3,No,Travel_Rarely,2,3,3,3
1911,No,42,Male,Married,6,3,Medical,Research & Development,3,Research Director,5,18,13,7,7,9,13348,13,1,3,3,3,No,Travel_Rarely,1,3,2,4
1912,No,31,Female,Divorced,10,2,Medical,Sales,2,Sales Executive,1,8,5,2,4,2,6583,11,1,3,2,3,Yes,Travel_Rarely,4,3,4,3
1915,No,34,Female,Married,3,1,Medical,Sales,2,Sales Executive,0,9,4,2,1,3,8103,12,0,3,3,2,Yes,Travel_Rarely,4,4,3,2
1916,No,31,Female,Divorced,4,3,Medical,Research & Development,1,Laboratory Technician,2,4,2,2,2,8,3978,12,1,3,0,4,No,Travel_Rarely,3,1,2,2
1918,No,26,Male,Married,6,3,Other,Research & Development,1,Laboratory Technician,7,8,7,7,7,0,2544,18,1,3,3,4,No,Travel_Frequently,4,3,1,3
1922,No,45,Male,Single,1,4,Medical,Research & Development,2,Healthcare Representative,0,12,4,2,3,4,5399,12,0,3,3,3,No,Travel_Frequently,3,2,3,3
1924,No,33,Male,Single,10,4,Marketing,Sales,2,Sales Executive,0,10,10,4,9,1,5487,14,0,3,2,3,No,Travel_Rarely,3,2,2,2
1927,No,28,Male,Married,1,2,Life Sciences,Sales,2,Sales Executive,0,7,7,7,7,1,6834,12,1,3,2,2,Yes,Travel_Frequently,4,3,3,3
1928,Yes,29,Male,Single,24,3,Technical Degree,Sales,1,Sales Representative,0,1,1,0,0,1,1091,17,0,3,3,4,No,Travel_Frequently,1,3,4,3
1929,No,39,Female,Married,21,4,Life Sciences,Sales,2,Sales Executive,1,10,3,2,2,6,5736,19,1,3,1,1,No,Non-Travel,3,1,3,3
1931,No,27,Male,Married,2,4,Technical Degree,Research & Development,1,Research Scientist,1,6,5,3,2,1,2226,11,1,3,3,3,No,Travel_Rarely,2,2,3,2
1932,No,34,Male,Married,22,4,Other,Research & Development,2,Research Scientist,6,16,15,10,11,1,5747,15,0,3,3,2,Yes,Travel_Frequently,4,3,2,3
1933,Yes,28,Female,Single,13,2,Marketing,Sales,2,Sales Executive,2,6,2,0,2,3,9854,11,0,3,0,3,Yes,Travel_Rarely,3,4,4,3
1934,No,47,Male,Married,14,4,Technical Degree,Research & Development,2,Research Scientist,1,16,8,7,7,8,5467,18,1,3,4,3,No,Non-Travel,2,3,3,4
1935,No,56,Female,Married,11,5,Marketing,Sales,2,Sales Executive,0,6,0,0,0,4,5380,16,1,3,3,2,No,Travel_Rarely,1,4,3,3
1936,No,39,Male,Married,9,2,Medical,Research & Development,2,Manufacturing Director,7,10,10,0,9,1,5151,25,1,4,3,3,No,Travel_Rarely,1,1,4,3
1937,No,38,Female,Divorced,8,3,Medical,Research & Development,2,Research Scientist,0,20,20,11,7,1,2133,16,1,3,3,2,Yes,Travel_Frequently,2,4,3,3
1938,No,58,Female,Married,21,3,Life Sciences,Sales,4,Manager,0,29,1,0,0,4,17875,13,1,3,2,3,Yes,Travel_Rarely,4,4,3,2
1939,Yes,32,Female,Single,5,2,Life Sciences,Research & Development,1,Research Scientist,0,8,4,1,3,3,2432,14,0,3,2,4,Yes,Travel_Frequently,3,1,1,3
1940,No,38,Male,Divorced,9,2,Life Sciences,Research & Development,1,Research Scientist,0,10,5,2,3,2,4771,19,2,3,0,3,No,Travel_Rarely,4,2,4,4
1941,No,49,Male,Married,2,1,Life Sciences,Research & Development,5,Research Director,4,28,5,4,3,3,19161,15,0,3,3,3,No,Travel_Frequently,4,2,4,3
1943,No,42,Male,Divorced,12,4,Marketing,Sales,2,Sales Executive,0,14,0,0,0,3,5087,12,2,3,4,3,Yes,Travel_Rarely,4,2,3,3
1944,Yes,27,Female,Married,22,3,Human Resources,Human Resources,1,Human Resources,0,1,1,0,0,1,2863,12,0,3,2,2,No,Travel_Frequently,2,1,1,3
1945,No,35,Male,Married,18,4,Medical,Sales,2,Sales Executive,0,6,5,3,4,0,5561,16,1,3,2,3,No,Travel_Rarely,1,2,4,1
1947,No,28,Male,Single,16,3,Medical,Research & Development,1,Research Scientist,1,5,5,3,4,1,2144,14,0,3,3,3,No,Non-Travel,3,3,3,2
1948,No,31,Male,Divorced,3,2,Medical,Research & Development,1,Research Scientist,2,4,4,2,3,1,3065,13,1,3,3,3,Yes,Non-Travel,1,3,4,4
1949,No,36,Male,Married,9,4,Life Sciences,Research & Development,1,Laboratory Technician,0,5,5,4,2,1,2810,22,0,4,3,4,No,Non-Travel,2,1,2,3
1950,No,34,Male,Single,1,3,Marketing,Sales,3,Sales Executive,2,14,14,8,1,1,9888,21,0,4,3,3,No,Travel_Rarely,4,1,1,2
1951,No,34,Male,Divorced,13,4,Medical,Sales,3,Sales Executive,1,9,8,7,1,1,8628,18,1,3,2,3,No,Travel_Rarely,3,4,3,2
1952,No,26,Male,Single,1,3,Medical,Research & Development,1,Laboratory Technician,7,8,7,7,6,0,2867,13,0,3,6,3,No,Travel_Rarely,1,3,4,2
1954,No,29,Male,Married,1,3,Life Sciences,Research & Development,2,Healthcare Representative,0,6,5,3,2,0,5373,12,1,3,5,3,No,Travel_Rarely,1,1,1,2
1955,No,32,Female,Divorced,15,4,Medical,Research & Development,2,Healthcare Representative,1,9,5,1,2,5,6667,18,1,3,6,3,No,Non-Travel,4,3,2,3
1956,No,31,Male,Married,1,3,Life Sciences,Research & Development,2,Research Scientist,8,10,10,8,7,1,5003,21,0,4,6,1,No,Travel_Frequently,1,4,2,3
1960,Yes,28,Male,Divorced,17,3,Technical Degree,Research & Development,1,Laboratory Technician,0,6,4,1,3,5,2367,12,1,3,2,2,No,Travel_Rarely,4,3,1,2
1961,No,38,Male,Single,1,3,Life Sciences,Sales,1,Sales Representative,0,20,1,0,0,4,2858,14,0,3,3,2,No,Travel_Rarely,1,1,1,2
1962,No,35,Female,Married,7,4,Life Sciences,Sales,2,Sales Executive,0,10,10,8,9,1,5204,11,0,3,2,3,Yes,Travel_Rarely,4,3,4,3
1965,No,27,Male,Single,9,3,Marketing,Sales,2,Sales Executive,0,7,7,7,7,1,4105,14,0,3,5,3,No,Travel_Rarely,4,4,1,3
1966,No,32,Male,Single,5,4,Life Sciences,Research & Development,2,Manufacturing Director,0,8,1,0,0,8,9679,24,0,4,1,2,No,Travel_Rarely,4,4,2,3
1967,Yes,31,Male,Married,26,4,Marketing,Sales,2,Sales Executive,0,10,10,7,8,1,5617,11,0,3,4,3,Yes,Travel_Frequently,4,1,3,3
1968,Yes,53,Male,Single,24,4,Life Sciences,Sales,3,Sales Executive,2,15,2,2,2,6,10448,13,0,3,2,3,Yes,Travel_Rarely,1,1,2,2
1969,No,54,Female,Married,9,2,Life Sciences,Research & Development,2,Research Scientist,2,9,4,3,3,3,2897,11,2,3,6,3,No,Travel_Rarely,3,1,3,2
1970,No,33,Male,Divorced,7,2,Life Sciences,Research & Development,2,Healthcare Representative,2,9,9,7,8,1,5968,20,3,4,2,3,No,Travel_Frequently,3,4,3,3
1971,No,43,Male,Married,11,3,Life Sciences,Research & Development,3,Healthcare Representative,0,10,10,9,9,1,7510,17,1,3,1,3,No,Travel_Rarely,3,1,2,3
1972,No,38,Male,Married,1,4,Other,Human Resources,1,Human Resources,1,7,6,2,2,0,2991,11,1,3,2,3,Yes,Travel_Frequently,2,4,2,3
1973,No,55,Male,Married,26,4,Human Resources,Human Resources,5,Manager,1,35,10,9,4,4,19636,18,1,3,0,4,Yes,Travel_Rarely,2,3,1,3
1974,No,31,Female,Divorced,2,1,Medical,Research & Development,1,Laboratory Technician,0,1,1,0,0,1,1129,11,3,3,4,1,Yes,Travel_Rarely,4,4,3,3
1975,No,39,Male,Single,15,4,Marketing,Sales,4,Sales Executive,11,21,20,8,10,0,13341,12,0,3,3,3,No,Travel_Rarely,1,2,1,3
1976,No,42,Male,Single,23,2,Life Sciences,Research & Development,2,Research Scientist,3,20,20,9,7,1,4332,12,0,3,2,2,No,Non-Travel,3,4,4,3
1979,No,31,Female,Married,10,3,Medical,Research & Development,3,Research Director,4,13,11,7,8,4,11031,20,1,4,2,3,No,Non-Travel,3,3,3,4
1980,No,54,Female,Single,10,3,Medical,Research & Development,2,Manufacturing Director,1,9,5,2,4,6,4440,19,0,3,3,3,Yes,Travel_Rarely,1,3,4,3
1981,No,24,Male,Single,1,2,Life Sciences,Research & Development,2,Healthcare Representative,1,4,4,3,2,1,4617,12,0,3,2,2,No,Travel_Rarely,3,2,2,2
1982,No,23,Male,Single,12,2,Other,Research & Development,1,Laboratory Technician,1,5,5,2,4,1,2647,13,0,3,6,3,No,Travel_Rarely,4,4,3,4
1985,No,40,Female,Married,11,3,Technical Degree,Research & Development,2,Laboratory Technician,9,10,10,9,4,1,6323,11,1,3,2,3,No,Travel_Frequently,3,4,1,4
1986,No,40,Female,Married,2,2,Marketing,Sales,2,Sales Executive,5,15,11,8,10,3,5677,14,1,3,4,3,No,Travel_Rarely,2,2,3,3
1987,No,25,Female,Married,2,3,Human Resources,Human Resources,1,Human Resources,1,6,2,0,2,4,2187,14,0,3,3,3,No,Travel_Rarely,2,3,3,3
1989,No,30,Male,Married,1,2,Medical,Research & Development,1,Laboratory Technician,1,12,12,8,7,1,3748,13,0,3,6,3,No,Travel_Rarely,2,4,3,2
1992,No,25,Male,Divorced,2,1,Other,Research & Development,1,Laboratory Technician,0,7,2,2,2,6,3977,19,1,3,2,3,Yes,Travel_Rarely,3,4,3,2
1993,No,47,Male,Single,25,3,Medical,Research & Development,3,Healthcare Representative,12,25,17,14,11,2,8633,23,0,4,3,3,No,Travel_Rarely,3,1,2,3
1994,No,33,Male,Divorced,1,2,Medical,Research & Development,1,Laboratory Technician,0,1,1,1,0,1,2008,12,3,3,2,2,No,Non-Travel,3,2,3,2
1995,No,38,Male,Married,1,4,Life Sciences,Sales,2,Sales Executive,5,16,15,13,8,0,4440,15,2,3,3,3,No,Travel_Rarely,2,4,1,3
1996,No,31,Male,Married,2,2,Life Sciences,Sales,1,Sales Representative,1,3,2,2,2,0,3067,19,1,3,1,3,No,Travel_Rarely,3,1,3,3
1997,No,38,Male,Married,6,4,Life Sciences,Research & Development,2,Manufacturing Director,7,10,8,3,7,2,5321,11,1,3,1,2,No,Travel_Frequently,3,1,4,3
1998,No,42,Male,Divorced,18,4,Life Sciences,Research & Development,2,Research Scientist,1,9,4,3,2,6,5410,17,1,3,3,3,Yes,Travel_Rarely,1,4,3,2
1999,No,41,Male,Married,1,3,Life Sciences,Research & Development,1,Research Scientist,1,12,5,3,0,3,2782,22,1,4,3,3,No,Travel_Rarely,4,4,1,3
2000,No,47,Female,Married,1,1,Medical,Research & Development,3,Research Director,5,14,13,8,12,0,11957,18,2,3,3,3,No,Non-Travel,2,3,1,1
2003,No,35,Male,Married,11,4,Medical,Research & Development,1,Laboratory Technician,2,5,2,2,2,7,2660,11,1,3,3,3,Yes,Travel_Rarely,3,4,3,3
2007,No,22,Male,Single,1,2,Life Sciences,Research & Development,1,Research Scientist,1,4,3,2,2,0,3375,12,0,3,2,3,No,Travel_Rarely,3,4,4,4
2008,No,35,Male,Single,9,4,Medical,Research & Development,2,Research Scientist,0,10,10,7,8,1,5098,19,0,3,5,3,No,Travel_Rarely,3,2,2,3
2009,No,33,Female,Married,15,2,Medical,Research & Development,2,Healthcare Representative,8,10,9,7,1,0,4878,13,1,3,6,3,Yes,Travel_Rarely,4,2,1,3
2010,No,32,Female,Single,29,4,Life Sciences,Research & Development,1,Laboratory Technician,4,6,6,2,1,1,2837,13,0,3,3,2,No,Travel_Rarely,2,3,3,3
2012,No,40,Male,Married,1,4,Life Sciences,Research & Development,1,Laboratory Technician,0,8,1,0,0,8,2406,19,2,3,3,3,No,Travel_Rarely,4,1,3,2
2013,No,32,Male,Married,1,4,Medical,Sales,1,Sales Representative,2,3,2,2,2,0,2269,14,1,3,2,2,No,Travel_Rarely,2,2,2,3
2014,No,39,Male,Single,24,1,Life Sciences,Research & Development,2,Research Scientist,1,18,7,7,7,7,4108,13,0,3,2,3,No,Travel_Rarely,4,1,1,3
2015,No,38,Female,Married,10,3,Medical,Research & Development,3,Research Director,1,20,18,16,11,3,13206,12,1,3,3,1,No,Travel_Rarely,3,2,1,3
2016,No,32,Female,Married,1,4,Marketing,Sales,3,Sales Executive,5,14,14,10,7,1,10422,19,2,3,3,3,No,Travel_Rarely,4,3,3,3
2017,No,37,Female,Married,10,3,Life Sciences,Research & Development,3,Research Director,6,16,16,11,8,1,13744,25,1,4,2,4,Yes,Travel_Rarely,4,3,1,3
2018,No,25,Female,Divorced,8,2,Other,Sales,2,Sales Executive,0,6,5,3,4,0,4907,22,1,4,3,3,Yes,Travel_Rarely,3,1,2,2
2019,No,52,Male,Divorced,29,4,Life Sciences,Sales,1,Sales Representative,0,16,9,8,0,2,3482,15,2,3,3,3,No,Non-Travel,4,1,2,2
2020,No,44,Male,Single,1,3,Medical,Research & Development,1,Research Scientist,1,6,4,3,2,6,2436,12,0,3,2,3,Yes,Travel_Rarely,4,2,3,3
2021,No,21,Male,Single,5,1,Medical,Sales,1,Sales Representative,1,2,2,2,2,1,2380,11,0,3,6,3,Yes,Travel_Rarely,1,3,4,3
2022,No,39,Male,Single,9,3,Life Sciences,Research & Development,5,Manager,1,21,6,0,3,2,19431,13,0,3,3,3,No,Non-Travel,4,4,3,2
2023,Yes,23,Male,Married,9,3,Marketing,Sales,1,Sales Representative,1,1,1,0,0,1,1790,19,1,3,3,3,No,Travel_Frequently,1,4,1,2
2024,No,36,Female,Married,3,3,Medical,Sales,3,Sales Executive,3,10,9,7,4,0,7644,19,2,3,2,2,No,Travel_Rarely,4,1,3,3
2025,No,36,Female,Divorced,4,2,Life Sciences,Research & Development,2,Manufacturing Director,0,18,4,2,2,7,5131,13,3,3,3,3,No,Travel_Frequently,2,4,2,3
2026,No,56,Male,Divorced,1,4,Life Sciences,Research & Development,2,Healthcare Representative,1,13,13,12,9,1,6306,21,1,4,2,3,No,Non-Travel,3,3,1,2
2027,Yes,29,Male,Married,1,4,Medical,Research & Development,1,Research Scientist,2,4,2,2,2,9,4787,14,3,3,3,3,Yes,Travel_Rarely,4,1,2,4
2031,No,42,Male,Married,2,3,Life Sciences,Research & Development,5,Manager,4,24,22,6,14,5,18880,11,0,3,2,3,No,Travel_Rarely,3,1,1,2
2032,Yes,56,Male,Married,7,2,Technical Degree,Research & Development,1,Laboratory Technician,9,14,10,9,8,8,2339,11,1,3,4,3,No,Travel_Rarely,3,4,4,1
2034,No,41,Female,Married,28,4,Life Sciences,Research & Development,4,Manufacturing Director,0,21,20,7,10,0,13570,23,1,4,3,2,No,Travel_Rarely,2,1,3,3
2035,No,34,Female,Married,28,3,Marketing,Sales,2,Sales Executive,1,8,8,7,7,1,6712,21,2,4,2,2,No,Travel_Rarely,3,4,4,3
2036,No,36,Male,Divorced,15,4,Marketing,Sales,2,Sales Executive,11,15,15,12,11,1,5406,24,1,4,4,1,No,Non-Travel,4,4,1,2
2037,No,41,Male,Divorced,3,3,Life Sciences,Sales,2,Sales Executive,0,14,5,4,4,2,8938,11,1,3,5,2,No,Travel_Rarely,2,3,3,3
2038,No,32,Male,Single,2,3,Technical Degree,Research & Development,1,Research Scientist,1,4,4,2,2,1,2439,14,0,3,4,3,No,Travel_Rarely,1,4,4,3
2040,No,35,Female,Single,26,4,Life Sciences,Human Resources,3,Human Resources,1,9,9,0,7,1,8837,16,0,3,2,3,Yes,Travel_Rarely,4,3,3,3
2041,No,38,Female,Married,10,2,Life Sciences,Sales,2,Sales Executive,1,10,10,7,9,1,5343,11,1,3,1,3,No,Travel_Rarely,4,1,3,3
2044,Yes,50,Male,Divorced,1,4,Life Sciences,Sales,2,Sales Executive,0,12,6,3,1,7,6728,12,2,3,3,3,No,Travel_Frequently,3,2,4,3
2045,No,36,Female,Married,11,4,Marketing,Sales,2,Sales Executive,0,8,6,3,0,4,6652,13,1,3,2,2,No,Travel_Rarely,4,2,1,2
2046,No,45,Female,Single,20,3,Life Sciences,Sales,2,Sales Executive,0,8,5,3,1,8,4850,15,0,3,3,3,No,Travel_Rarely,3,4,3,3
